QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
755,Pour Water,pour-water,Medium,47.17975306260249,True,"array,simulation",algorithms
756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.928102784247464,False,"bit-manipulation,depth-first-search,breadth-first-search",algorithms
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,44.745775219540995,False,"array,greedy,sorting",algorithms
758,Bold Words in String,bold-words-in-string,Medium,51.6205067766647,True,"array,hash-table,string,trie,string-matching",algorithms
759,Employee Free Time,employee-free-time,Hard,72.28034306668604,True,"array,sorting,heap-priority-queue",algorithms
760,Find Anagram Mappings,find-anagram-mappings,Easy,83.71402928596264,True,"array,hash-table",algorithms
761,Special Binary String,special-binary-string,Hard,61.76968811239911,False,"string,recursion",algorithms
762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,70.02263895928367,False,"math,bit-manipulation",algorithms
763,Partition Labels,partition-labels,Medium,80.02295982315809,False,"hash-table,two-pointers,string,greedy",algorithms
764,Largest Plus Sign,largest-plus-sign,Medium,48.460765870611866,False,"array,dynamic-programming",algorithms
765,Couples Holding Hands,couples-holding-hands,Hard,57.64934305016224,False,"greedy,depth-first-search,breadth-first-search,union-find,graph",algorithms
766,Toeplitz Matrix,toeplitz-matrix,Easy,69.13452171352804,False,"array,matrix",algorithms
767,Reorganize String,reorganize-string,Medium,55.01974592617921,False,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,53.44788876950462,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,58.572986413659045,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
770,Basic Calculator IV,basic-calculator-iv,Hard,55.67800914169629,False,"hash-table,math,string,stack,recursion",algorithms
771,Jewels and Stones,jewels-and-stones,Easy,88.877519656066,False,"hash-table,string",algorithms
772,Basic Calculator III,basic-calculator-iii,Hard,51.11121497511159,True,"math,string,stack,recursion",algorithms
773,Sliding Puzzle,sliding-puzzle,Hard,65.1607442753179,False,"array,breadth-first-search,matrix",algorithms
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,52.406812717521056,True,"array,binary-search",algorithms
775,Global and Local Inversions,global-and-local-inversions,Medium,42.43806613554513,False,"array,math",algorithms
776,Split BST,split-bst,Medium,82.5945937753393,True,"tree,binary-search-tree,recursion,binary-tree",algorithms
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,36.90588191020961,False,"two-pointers,string",algorithms
778,Swim in Rising Water,swim-in-rising-water,Hard,61.5368941534449,False,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,46.79313778963337,False,"math,bit-manipulation,recursion",algorithms
780,Reaching Points,reaching-points,Hard,33.39938051214149,False,math,algorithms
781,Rabbits in Forest,rabbits-in-forest,Medium,52.97486045385419,False,"array,hash-table,math,greedy",algorithms
782,Transform to Chessboard,transform-to-chessboard,Hard,50.77717330964805,False,"array,math,bit-manipulation,matrix",algorithms
783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,59.810855916713024,False,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
784,Letter Case Permutation,letter-case-permutation,Medium,74.47400282184259,False,"string,backtracking,bit-manipulation",algorithms
785,Is Graph Bipartite?,is-graph-bipartite,Medium,56.425699298284705,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,68.22803830541166,False,"array,two-pointers,binary-search,sorting,heap-priority-queue",algorithms
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,39.631668295694226,False,"dynamic-programming,depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
788,Rotated Digits,rotated-digits,Medium,56.4538175141531,False,"math,dynamic-programming",algorithms
789,Escape The Ghosts,escape-the-ghosts,Medium,62.30441533622646,False,"array,math",algorithms
790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,49.79960156273702,False,dynamic-programming,algorithms
791,Custom Sort String,custom-sort-string,Medium,71.02941839127253,False,"hash-table,string,sorting",algorithms
792,Number of Matching Subsequences,number-of-matching-subsequences,Medium,50.824600026816256,False,"array,hash-table,string,binary-search,dynamic-programming,trie,sorting",algorithms
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,45.06106608834608,False,"math,binary-search",algorithms
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.68957935543598,False,"array,matrix",algorithms
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,53.36164709685952,False,"array,two-pointers",algorithms
796,Rotate String,rotate-string,Easy,59.32883712210434,False,"string,string-matching",algorithms
797,All Paths From Source to Target,all-paths-from-source-to-target,Medium,82.67637353373317,False,"backtracking,depth-first-search,breadth-first-search,graph",algorithms
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,51.68738898756661,False,"array,prefix-sum",algorithms
799,Champagne Tower,champagne-tower,Medium,58.262410953011376,False,dynamic-programming,algorithms
800,Similar RGB Color,similar-rgb-color,Easy,67.59212907697639,True,"math,string,enumeration",algorithms
801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,Hard,40.30676438478222,False,"array,dynamic-programming",algorithms
802,Find Eventual Safe States,find-eventual-safe-states,Medium,64.15633246129627,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
803,Bricks Falling When Hit,bricks-falling-when-hit,Hard,34.994236085462624,False,"array,union-find,matrix",algorithms
804,Unique Morse Code Words,unique-morse-code-words,Easy,82.99225726880296,False,"array,hash-table,string",algorithms
805,Split Array With Same Average,split-array-with-same-average,Hard,25.567508681146595,False,"array,math,dynamic-programming,bit-manipulation,bitmask",algorithms
806,Number of Lines To Write String,number-of-lines-to-write-string,Easy,69.15026124654233,False,"array,string",algorithms
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.23281393217232,False,"array,greedy,matrix",algorithms
808,Soup Servings,soup-servings,Medium,53.78419369287953,False,"math,dynamic-programming,probability-and-statistics",algorithms
809,Expressive Words,expressive-words,Medium,46.23397805782517,False,"array,two-pointers,string",algorithms
810,Chalkboard XOR Game,chalkboard-xor-game,Hard,61.09339407744875,False,"array,math,bit-manipulation,brainteaser,game-theory",algorithms
811,Subdomain Visit Count,subdomain-visit-count,Medium,76.46287488546628,False,"array,hash-table,string,counting",algorithms
812,Largest Triangle Area,largest-triangle-area,Easy,61.148953993342595,False,"array,math,geometry",algorithms
813,Largest Sum of Averages,largest-sum-of-averages,Medium,53.75574169143474,False,"array,dynamic-programming,prefix-sum",algorithms
814,Binary Tree Pruning,binary-tree-pruning,Medium,72.26485672407686,False,"tree,depth-first-search,binary-tree",algorithms
815,Bus Routes,bus-routes,Hard,47.46255676662622,False,"array,hash-table,breadth-first-search",algorithms
816,Ambiguous Coordinates,ambiguous-coordinates,Medium,56.94200025934091,False,"string,backtracking,enumeration",algorithms
817,Linked List Components,linked-list-components,Medium,56.96661251661423,False,"array,hash-table,linked-list",algorithms
818,Race Car,race-car,Hard,43.81443796113228,False,dynamic-programming,algorithms
819,Most Common Word,most-common-word,Easy,44.35519149783238,False,"array,hash-table,string,counting",algorithms
820,Short Encoding of Words,short-encoding-of-words,Medium,60.47139503274435,False,"array,hash-table,string,trie",algorithms
821,Shortest Distance to a Character,shortest-distance-to-a-character,Easy,71.8153418951753,False,"array,two-pointers,string",algorithms
822,Card Flipping Game,card-flipping-game,Medium,48.146916278627764,False,"array,hash-table",algorithms
823,Binary Trees With Factors,binary-trees-with-factors,Medium,52.90320320846249,False,"array,hash-table,dynamic-programming,sorting",algorithms
824,Goat Latin,goat-latin,Easy,68.5580430689574,False,string,algorithms
825,Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium,48.02366362976699,False,"array,two-pointers,binary-search,sorting",algorithms
826,Most Profit Assigning Work,most-profit-assigning-work,Medium,55.88629000958408,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
827,Making A Large Island,making-a-large-island,Hard,48.59837255547829,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,Hard,52.65146413558938,False,"hash-table,string,dynamic-programming",algorithms
829,Consecutive Numbers Sum,consecutive-numbers-sum,Hard,41.92285798964101,False,"math,enumeration",algorithms
830,Positions of Large Groups,positions-of-large-groups,Easy,52.51414619226165,False,string,algorithms
831,Masking Personal Information,masking-personal-information,Medium,49.603841536614645,False,string,algorithms
832,Flipping an Image,flipping-an-image,Easy,82.39000545150604,False,"array,two-pointers,bit-manipulation,matrix,simulation",algorithms
833,Find And Replace in String,find-and-replace-in-string,Medium,52.10515323433847,False,"array,hash-table,string,sorting",algorithms
834,Sum of Distances in Tree,sum-of-distances-in-tree,Hard,65.28513808522898,False,"dynamic-programming,tree,depth-first-search,graph",algorithms
835,Image Overlap,image-overlap,Medium,63.65658422237317,False,"array,matrix",algorithms
836,Rectangle Overlap,rectangle-overlap,Easy,45.090097462986385,False,"math,geometry",algorithms
837,New 21 Game,new-21-game,Medium,44.960482877840924,False,"math,dynamic-programming,sliding-window,probability-and-statistics",algorithms
838,Push Dominoes,push-dominoes,Medium,57.240089247481464,False,"two-pointers,string,dynamic-programming",algorithms
839,Similar String Groups,similar-string-groups,Hard,55.13296766666219,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find",algorithms
840,Magic Squares In Grid,magic-squares-in-grid,Medium,51.70986249697984,False,"array,hash-table,math,matrix",algorithms
841,Keys and Rooms,keys-and-rooms,Medium,73.62924756454542,False,"depth-first-search,breadth-first-search,graph",algorithms
842,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium,39.17254792463004,False,"string,backtracking",algorithms
843,Guess the Word,guess-the-word,Hard,38.63767127388983,False,"array,math,string,interactive,game-theory",algorithms
844,Backspace String Compare,backspace-string-compare,Easy,49.268237221861014,False,"two-pointers,string,stack,simulation",algorithms
845,Longest Mountain in Array,longest-mountain-in-array,Medium,40.625337639107315,False,"array,two-pointers,dynamic-programming,enumeration",algorithms
846,Hand of Straights,hand-of-straights,Medium,56.76410736667184,False,"array,hash-table,greedy,sorting",algorithms
847,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,Hard,65.41838417147568,False,"dynamic-programming,bit-manipulation,breadth-first-search,graph,bitmask",algorithms
848,Shifting Letters,shifting-letters,Medium,44.81957197313167,False,"array,string,prefix-sum",algorithms
849,Maximize Distance to Closest Person,maximize-distance-to-closest-person,Medium,48.34519283613303,False,array,algorithms
850,Rectangle Area II,rectangle-area-ii,Hard,54.28588666495724,False,"array,segment-tree,line-sweep,ordered-set",algorithms
851,Loud and Rich,loud-and-rich,Medium,60.18727952465221,False,"array,depth-first-search,graph,topological-sort",algorithms
852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,Medium,68.19354245469012,False,"array,binary-search",algorithms
853,Car Fleet,car-fleet,Medium,51.9386624075965,False,"array,stack,sorting,monotonic-stack",algorithms
854,K-Similar Strings,k-similar-strings,Hard,40.02991445809455,False,"string,breadth-first-search",algorithms
855,Exam Room,exam-room,Medium,43.56724143841487,False,"design,heap-priority-queue,ordered-set",algorithms
856,Score of Parentheses,score-of-parentheses,Medium,64.0158524856565,False,"string,stack",algorithms
857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,Hard,63.53883934341476,False,"array,greedy,sorting,heap-priority-queue",algorithms
858,Mirror Reflection,mirror-reflection,Medium,62.41187098758313,False,"math,geometry,number-theory",algorithms
859,Buddy Strings,buddy-strings,Easy,33.225189328970636,False,"hash-table,string",algorithms
860,Lemonade Change,lemonade-change,Easy,58.327645695270505,False,"array,greedy",algorithms
861,Score After Flipping Matrix,score-after-flipping-matrix,Medium,80.39022020725388,False,"array,greedy,bit-manipulation,matrix",algorithms
862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,Hard,26.16294709637194,False,"array,binary-search,queue,sliding-window,heap-priority-queue,prefix-sum,monotonic-queue",algorithms
863,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,Medium,65.03778048370499,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
864,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,Hard,53.52402001328795,False,"array,bit-manipulation,breadth-first-search,matrix",algorithms
865,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium,71.02850721551928,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
866,Prime Palindrome,prime-palindrome,Medium,26.179709802822305,False,"math,number-theory",algorithms
867,Transpose Matrix,transpose-matrix,Easy,72.53577759229883,False,"array,matrix,simulation",algorithms
868,Binary Gap,binary-gap,Easy,63.959319318131236,False,bit-manipulation,algorithms
869,Reordered Power of 2,reordered-power-of-2,Medium,62.55679471292854,False,"hash-table,math,sorting,counting,enumeration",algorithms
870,Advantage Shuffle,advantage-shuffle,Medium,52.78720974495622,False,"array,two-pointers,greedy,sorting",algorithms
871,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,Hard,40.19139842962416,False,"array,dynamic-programming,greedy,heap-priority-queue",algorithms
872,Leaf-Similar Trees,leaf-similar-trees,Easy,70.06122465550982,False,"tree,depth-first-search,binary-tree",algorithms
873,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium,48.45326233633612,False,"array,hash-table,dynamic-programming",algorithms
874,Walking Robot Simulation,walking-robot-simulation,Medium,57.858575917023124,False,"array,hash-table,simulation",algorithms
875,Koko Eating Bananas,koko-eating-bananas,Medium,48.39916170381991,False,"array,binary-search",algorithms
876,Middle of the Linked List,middle-of-the-linked-list,Easy,79.34136725651567,False,"linked-list,two-pointers",algorithms
877,Stone Game,stone-game,Medium,71.13108148293652,False,"array,math,dynamic-programming,game-theory",algorithms
878,Nth Magical Number,nth-magical-number,Hard,35.63993510764239,False,"math,binary-search",algorithms
879,Profitable Schemes,profitable-schemes,Hard,48.16026765079202,False,"array,dynamic-programming",algorithms
880,Decoded String at Index,decoded-string-at-index,Medium,36.51203827440325,False,"string,stack",algorithms
881,Boats to Save People,boats-to-save-people,Medium,59.61086092642181,False,"array,two-pointers,greedy,sorting",algorithms
882,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,Hard,50.59569859198515,False,"graph,heap-priority-queue,shortest-path",algorithms
883,Projection Area of 3D Shapes,projection-area-of-3d-shapes,Easy,73.25836839557657,False,"array,math,geometry,matrix",algorithms
884,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,Easy,75.12374988679441,False,"hash-table,string,counting",algorithms
885,Spiral Matrix III,spiral-matrix-iii,Medium,84.64451647757969,False,"array,matrix,simulation",algorithms
886,Possible Bipartition,possible-bipartition,Medium,50.78711801625681,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
887,Super Egg Drop,super-egg-drop,Hard,28.044260249684427,False,"math,binary-search,dynamic-programming",algorithms
888,Fair Candy Swap,fair-candy-swap,Easy,62.19865964576352,False,"array,hash-table,binary-search,sorting",algorithms
889,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,Medium,71.72150240701104,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
890,Find and Replace Pattern,find-and-replace-pattern,Medium,76.79797600300562,False,"array,hash-table,string",algorithms
891,Sum of Subsequence Widths,sum-of-subsequence-widths,Hard,38.25364548029963,False,"array,math,sorting",algorithms
892,Surface Area of 3D Shapes,surface-area-of-3d-shapes,Easy,66.78050930152035,False,"array,math,geometry,matrix",algorithms
893,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,Medium,72.14771704903283,False,"array,hash-table,string,sorting",algorithms
894,All Possible Full Binary Trees,all-possible-full-binary-trees,Medium,82.78822336086091,False,"dynamic-programming,tree,recursion,memoization,binary-tree",algorithms
895,Maximum Frequency Stack,maximum-frequency-stack,Hard,66.49692480656041,False,"hash-table,stack,design,ordered-set",algorithms
896,Monotonic Array,monotonic-array,Easy,61.37829789920312,False,array,algorithms
897,Increasing Order Search Tree,increasing-order-search-tree,Easy,78.43771961581872,False,"stack,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
898,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,Medium,39.63124626819577,False,"array,dynamic-programming,bit-manipulation",algorithms
899,Orderly Queue,orderly-queue,Hard,66.0377358490566,False,"math,string,sorting",algorithms
900,RLE Iterator,rle-iterator,Medium,59.64950918701233,False,"array,design,counting,iterator",algorithms
901,Online Stock Span,online-stock-span,Medium,66.56467962429089,False,"stack,design,monotonic-stack,data-stream",algorithms
902,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,Hard,42.718844630794315,False,"array,math,string,binary-search,dynamic-programming",algorithms
903,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,Hard,57.305741805929,False,"string,dynamic-programming,prefix-sum",algorithms
904,Fruit Into Baskets,fruit-into-baskets,Medium,44.90097471250312,False,"array,hash-table,sliding-window",algorithms
905,Sort Array By Parity,sort-array-by-parity,Easy,76.24618030777113,False,"array,two-pointers,sorting",algorithms
906,Super Palindromes,super-palindromes,Hard,39.026291987649316,False,"math,enumeration",algorithms
907,Sum of Subarray Minimums,sum-of-subarray-minimums,Medium,37.25159778608448,False,"array,dynamic-programming,stack,monotonic-stack",algorithms
908,Smallest Range I,smallest-range-i,Easy,70.68876229932677,False,"array,math",algorithms
909,Snakes and Ladders,snakes-and-ladders,Medium,43.87369352618691,False,"array,breadth-first-search,matrix",algorithms
910,Smallest Range II,smallest-range-ii,Medium,36.52956017641734,False,"array,math,greedy,sorting",algorithms
911,Online Election,online-election,Medium,52.17996561700701,False,"array,hash-table,binary-search,design",algorithms
912,Sort an Array,sort-an-array,Medium,57.78535727777293,False,"array,divide-and-conquer,sorting,heap-priority-queue,merge-sort,bucket-sort,radix-sort,counting-sort",algorithms
913,Cat and Mouse,cat-and-mouse,Hard,33.79431115184446,False,"math,dynamic-programming,graph,topological-sort,memoization,game-theory",algorithms
914,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,Easy,29.8919343815675,False,"array,hash-table,math,counting,number-theory",algorithms
915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Medium,48.83050857205298,False,array,algorithms
916,Word Subsets,word-subsets,Medium,51.810007122507116,False,"array,hash-table,string",algorithms
917,Reverse Only Letters,reverse-only-letters,Easy,65.50824378343343,False,"two-pointers,string",algorithms
918,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,Medium,45.740002373704485,False,"array,divide-and-conquer,dynamic-programming,queue,monotonic-queue",algorithms
919,Complete Binary Tree Inserter,complete-binary-tree-inserter,Medium,65.98416159761277,False,"tree,breadth-first-search,design,binary-tree",algorithms
920,Number of Music Playlists,number-of-music-playlists,Hard,60.3780606419419,False,"math,dynamic-programming,combinatorics",algorithms
921,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,Medium,74.82257281173135,False,"string,stack,greedy",algorithms
922,Sort Array By Parity II,sort-array-by-parity-ii,Easy,70.8614806599343,False,"array,two-pointers,sorting",algorithms
923,3Sum With Multiplicity,3sum-with-multiplicity,Medium,45.542051614955696,False,"array,hash-table,two-pointers,sorting,counting",algorithms
924,Minimize Malware Spread,minimize-malware-spread,Hard,42.07267468137033,False,"array,hash-table,depth-first-search,breadth-first-search,union-find,graph",algorithms
925,Long Pressed Name,long-pressed-name,Easy,32.301062035251995,False,"two-pointers,string",algorithms
926,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,Medium,61.528867443772185,False,"string,dynamic-programming",algorithms
927,Three Equal Parts,three-equal-parts,Hard,40.059474899244826,False,"array,math",algorithms
928,Minimize Malware Spread II,minimize-malware-spread-ii,Hard,44.090336939270664,False,"array,hash-table,depth-first-search,breadth-first-search,union-find,graph",algorithms
929,Unique Email Addresses,unique-email-addresses,Easy,67.31136838707181,False,"array,hash-table,string",algorithms
930,Binary Subarrays With Sum,binary-subarrays-with-sum,Medium,63.83993374560314,False,"array,hash-table,sliding-window,prefix-sum",algorithms
931,Minimum Falling Path Sum,minimum-falling-path-sum,Medium,62.76662109433997,False,"array,dynamic-programming,matrix",algorithms
932,Beautiful Array,beautiful-array,Medium,66.0332609851806,False,"array,math,divide-and-conquer",algorithms
933,Number of Recent Calls,number-of-recent-calls,Easy,76.26312987801678,False,"design,queue,data-stream",algorithms
934,Shortest Bridge,shortest-bridge,Medium,57.9514199734665,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
935,Knight Dialer,knight-dialer,Medium,60.587427335587854,False,dynamic-programming,algorithms
936,Stamping The Sequence,stamping-the-sequence,Hard,62.54359990305278,False,"string,stack,greedy,queue",algorithms
937,Reorder Data in Log Files,reorder-data-in-log-files,Medium,56.530364801988455,False,"array,string,sorting",algorithms
938,Range Sum of BST,range-sum-of-bst,Easy,87.05957232337627,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
939,Minimum Area Rectangle,minimum-area-rectangle,Medium,54.2520120016031,False,"array,hash-table,math,geometry,sorting",algorithms
940,Distinct Subsequences II,distinct-subsequences-ii,Hard,43.22260444297083,False,"string,dynamic-programming",algorithms
941,Valid Mountain Array,valid-mountain-array,Easy,33.57041058087708,False,array,algorithms
942,DI String Match,di-string-match,Easy,79.24293165502242,False,"array,two-pointers,string,greedy",algorithms
943,Find the Shortest Superstring,find-the-shortest-superstring,Hard,44.22499743788706,False,"array,string,dynamic-programming,bit-manipulation,bitmask",algorithms
944,Delete Columns to Make Sorted,delete-columns-to-make-sorted,Easy,74.66699338772729,False,"array,string",algorithms
945,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,Medium,60.07109622832273,False,"array,greedy,sorting,counting",algorithms
946,Validate Stack Sequences,validate-stack-sequences,Medium,69.59499115261305,False,"array,stack,simulation",algorithms
947,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,Medium,62.125586721938156,False,"hash-table,depth-first-search,union-find,graph",algorithms
948,Bag of Tokens,bag-of-tokens,Medium,59.019390775981684,False,"array,two-pointers,greedy,sorting",algorithms
949,Largest Time for Given Digits,largest-time-for-given-digits,Medium,35.43660566761231,False,"array,string,enumeration",algorithms
950,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,Medium,83.0321855522632,False,"array,queue,sorting,simulation",algorithms
951,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,Medium,67.10227123078408,False,"tree,depth-first-search,binary-tree",algorithms
952,Largest Component Size by Common Factor,largest-component-size-by-common-factor,Hard,40.960038986354775,False,"array,hash-table,math,union-find,number-theory",algorithms
953,Verifying an Alien Dictionary,verifying-an-alien-dictionary,Easy,55.20530337469177,False,"array,hash-table,string",algorithms
954,Array of Doubled Pairs,array-of-doubled-pairs,Medium,39.20216292546001,False,"array,hash-table,greedy,sorting",algorithms
955,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,Medium,35.353179200456694,False,"array,string,greedy",algorithms
956,Tallest Billboard,tallest-billboard,Hard,52.12507069287587,False,"array,dynamic-programming",algorithms
957,Prison Cells After N Days,prison-cells-after-n-days,Medium,39.00894677588601,False,"array,hash-table,math,bit-manipulation",algorithms
958,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,Medium,57.280719026164306,False,"tree,breadth-first-search,binary-tree",algorithms
959,Regions Cut By Slashes,regions-cut-by-slashes,Medium,77.97980028922053,False,"array,hash-table,depth-first-search,breadth-first-search,union-find,matrix",algorithms
960,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,Hard,58.44436852294728,False,"array,string,dynamic-programming",algorithms
961,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,Easy,77.00300458528568,False,"array,hash-table",algorithms
962,Maximum Width Ramp,maximum-width-ramp,Medium,50.7023740242018,False,"array,stack,monotonic-stack",algorithms
963,Minimum Area Rectangle II,minimum-area-rectangle-ii,Medium,55.253262552532625,False,"array,math,geometry",algorithms
964,Least Operators to Express Number,least-operators-to-express-number,Hard,48.71782829231636,False,"math,dynamic-programming,memoization",algorithms
965,Univalued Binary Tree,univalued-binary-tree,Easy,71.3712211020902,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
966,Vowel Spellchecker,vowel-spellchecker,Medium,51.4119671282983,False,"array,hash-table,string",algorithms
967,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences,Medium,58.29388736790933,False,"backtracking,breadth-first-search",algorithms
968,Binary Tree Cameras,binary-tree-cameras,Hard,46.82970036763538,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
969,Pancake Sorting,pancake-sorting,Medium,70.97795454710105,False,"array,two-pointers,greedy,sorting",algorithms
970,Powerful Integers,powerful-integers,Medium,43.87792326738437,False,"hash-table,math,enumeration",algorithms
971,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,Medium,50.76926668690028,False,"tree,depth-first-search,binary-tree",algorithms
972,Equal Rational Numbers,equal-rational-numbers,Hard,44.58277254374159,False,"math,string",algorithms
973,K Closest Points to Origin,k-closest-points-to-origin,Medium,66.89140773431885,False,"array,math,divide-and-conquer,geometry,sorting,heap-priority-queue,quickselect",algorithms
974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,Medium,55.46185266139963,False,"array,hash-table,prefix-sum",algorithms
975,Odd Even Jump,odd-even-jump,Hard,40.269856975802824,False,"array,dynamic-programming,stack,monotonic-stack,ordered-set",algorithms
976,Largest Perimeter Triangle,largest-perimeter-triangle,Easy,56.4018647260506,False,"array,math,greedy,sorting",algorithms
977,Squares of a Sorted Array,squares-of-a-sorted-array,Easy,72.96635585263138,False,"array,two-pointers,sorting",algorithms
978,Longest Turbulent Subarray,longest-turbulent-subarray,Medium,47.60891102364313,False,"array,dynamic-programming,sliding-window",algorithms
979,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,Medium,77.13367938184888,False,"tree,depth-first-search,binary-tree",algorithms
980,Unique Paths III,unique-paths-iii,Hard,81.99598385744643,False,"array,backtracking,bit-manipulation,matrix",algorithms
981,Time Based Key-Value Store,time-based-key-value-store,Medium,49.27689348055541,False,"hash-table,string,binary-search,design",algorithms
982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,Hard,58.52295166631224,False,"array,hash-table,bit-manipulation",algorithms
983,Minimum Cost For Tickets,minimum-cost-for-tickets,Medium,65.2445692671633,False,"array,dynamic-programming",algorithms
984,String Without AAA or BBB,string-without-aaa-or-bbb,Medium,44.105343053324624,False,"string,greedy",algorithms
985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,Medium,68.25317429780685,False,"array,simulation",algorithms
986,Interval List Intersections,interval-list-intersections,Medium,71.88795134023077,False,"array,two-pointers",algorithms
987,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,Hard,48.83705869957392,False,"hash-table,tree,depth-first-search,breadth-first-search,sorting,binary-tree",algorithms
988,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,Medium,60.5503504883243,False,"string,backtracking,tree,depth-first-search,binary-tree",algorithms
989,Add to Array-Form of Integer,add-to-array-form-of-integer,Easy,45.10394194129657,False,"array,math",algorithms
990,Satisfiability of Equality Equations,satisfiability-of-equality-equations,Medium,50.68229146946348,False,"array,string,union-find,graph",algorithms
